,AAL.L_price,AAL.L_volume,ABF.L_price,ABF.L_volume,BA.L_price,BA.L_volume,BATS.L_price,BATS.L_volume,BRBY.L_price,BRBY.L_volume,CPG.L_price,CPG.L_volume,CCL.L_price,CCL.L_volume,CNA.L_price,CNA.L_volume,DGE.L_price,DGE.L_volume,EXPN.L_price,EXPN.L_volume,GKN.L_price,GKN.L_volume,GSK.L_price,GSK.L_volume,IAG.L_price,IAG.L_volume,ITV.L_price,ITV.L_volume,LAND.L_price,LAND.L_volume,LLOY.L_price,LLOY.L_volume,EMG.L_price,EMG.L_volume,MKS.L_price,MKS.L_volume,RB.L_price,RB.L_volume,RBS.L_price,RBS.L_volume,RSA.L_price,RSA.L_volume,SMIN.L_price,SMIN.L_volume,RIO.L_price,RIO.L_volume,RR.L_price,RR.L_volume,SHP.L_price,SHP.L_volume,TATE.L_price,TATE.L_volume,TSCO.L_price,TSCO.L_volume,VOD.L_price,VOD.L_volume,WPP.L_price,WPP.L_volume,WTB.L_price,WTB.L_volume
2014-12-01,1304.0,7282895,3205.0,517603,475.2,7958107,3726.5,3178784,1633.0,812473.0,1141.92,2948438.0,2692.0,1328055.0,281.6,12304017,1962.0,5609311,1005.0,1198152.0,343.5,3215592,1490.5,8007981,461.0,12519553.0,212.4,12351027.0,1270.4,1235662,79.68,93136429,140.3,6309296,489.7,6068327,5121.5801,1008739,385.6,8421381,453.4,3397231,1115.0,2485557,2956.0,4889630,854.5,5481044,4533.0,1304331,607.0,1831019,183.8,17641645,227.2,101333619,1336.0,2251926.0,4597.0,552456
2014-12-02,1306.5,5566187,3193.0,550215,479.4,4659603,3753.0,2806212,1626.0,1250460.0,1148.16,3540302.0,2729.0,739250.0,285.1,11566024,1975.5,3900549,1049.0,3637626.0,345.4,3133112,1502.0,6282360,460.3,8012631.0,214.6,8654542.0,1275.73,1382010,80.41,81481844,145.6,6310148,491.8,3451481,5131.3599,925665,394.8,9419156,457.6,2136846,1144.0,1256114,2977.0,4779686,857.5,3520523,4534.0,1057842,597.0,3733923,187.3,24994637,229.95,49144103,1361.0,4659850.0,4630.0,457127
2014-12-03,1320.0,3678641,3182.0,1075850,478.9,4498689,3743.0,2527805,1633.0,891039.0,1140.88,2738786.0,2718.0,994522.0,284.4,8984401,1945.0,2910608,1058.0,2060273.0,346.4,7149925,1489.5,13346007,466.1,5947479.0,214.0,9861731.0,1265.0699,1460192,79.65,162758147,144.8,4629815,490.9,3811186,5033.6201,2459312,395.0,12336960,457.9,1998705,1135.0,1209509,3011.0,3937428,867.5,5023469,4563.0,1262972,593.5,2068261,188.5,20761294,227.35,65501325,1353.0,2972056.0,4579.0,453894
2014-12-04,1283.5,7087279,3200.0,564121,480.7,7200081,3730.0,2799296,1665.0,1696053.0,1131.52,4052103.0,2730.0,582572.0,283.8,12839332,1936.0,2525199,1061.0,1960363.0,345.5,3889313,1461.0,14672562,466.5,9051730.0,214.5,18873225.0,1258.67,1656717,79.57,112257815,146.3,5350029,491.5,3441362,5067.8301,2283749,392.8,7822615,451.9,2691484,1145.0,2266470,2933.5,7663941,880.5,9654828,4590.0,1311412,593.0,1873770,186.05,22390605,223.65,79277252,1356.0,4303693.0,4595.0,366858
2014-12-05,1268.0,4843099,3284.0,2140281,481.7,11824296,3744.5,2382341,1678.0,1101388.0,1148.16,3601134.0,2805.0,1257832.0,286.0,8096408,1971.0,3308960,1055.0,1856287.0,356.7,3653760,1470.5,6558927,486.7,8727208.0,213.2,9490539.0,1264.0,2204442,80.89,108744607,148.4,3944510,496.9,7064178,5136.25,1088323,403.5,13173591,452.4,2042333,1145.0,914125,2898.0,4565726,900.0,4965209,4602.0,1034913,604.5,1431876,189.6,23951366,230.6,85923605,1367.0,2175198.0,4675.0,476836
2014-12-08,1244.0,5914102,3226.0,807609,479.8,3668755,3686.5,2998416,1680.0,635367.0,1139.84,2065289.0,2803.0,751038.0,283.6,6532619,1943.5,3157803,1057.0,5481785.0,353.9,3159255,1460.0,5281991,477.7,8760664.0,213.9,13194104.0,1258.67,1162570,80.41,73084257,149.9,6870455,483.5,7649931,5136.25,1465268,400.0,7586472,450.9,1949415,1122.0,632618,2883.0,3701647,892.5,4163534,4574.0,864539,590.0,1192033,187.3,13682609,229.95,40885006,1348.0,5544491.0,4626.0,352123
2014-12-09,1223.0,10199619,3166.0,714953,467.7,9637979,3608.0,2828003,1669.0,1468226.0,1123.2,2067508.0,2719.0,919481.0,279.9,13300287,1918.0,4575856,1040.0,2171959.0,341.5,5699221,1409.0,11352753,458.0,11759905.0,208.5,11329172.0,1227.73,1976958,78.54,191891699,149.1,8383461,476.8,6257180,5082.4902,1192387,388.2,11881209,442.9,2882035,1093.0,1692643,2849.5,6306612,860.5,6861463,4335.0,2584503,591.5,1574961,174.9,140723611,223.6,49437939,1312.0,4402078.0,4519.0,442388
2014-12-10,1207.5,6139607,3201.0,689929,461.0,7159258,3583.0,2342550,1645.0,1531943.0,1118.0,2389904.0,2744.0,900087.0,277.9,13192691,1903.0,2917754,1034.0,2319851.0,335.0,6116336,1386.0,13643869,460.5,8436445.0,209.3,9393991.0,1236.27,1844479,78.6,106187911,150.4,5243360,475.0,4281685,5028.73,1225125,385.8,9093540,443.2,9189202,1088.0,1269827,2797.5,3556673,856.0,10597469,4429.0,2133921,581.5,1801966,175.7,50348831,222.65,46351078,1326.0,2890264.0,4569.0,487877
2014-12-11,1173.0,7219311,3151.0,767508,454.9,6209582,3510.5,3736388,1621.0,1257958.0,1104.48,6183706.0,2789.0,690442.0,274.4,15213667,1877.5,4924194,1028.0,1814136.0,335.7,5313106,1393.0,10442701,462.0,8188711.0,208.3,9177701.0,1222.4,1700588,78.2,130898888,149.1,6680231,477.5,4498328,5033.6201,1207742,382.9,7014744,437.0,4421055,1058.0,1613127,2748.0,5460932,831.5,10183577,4565.0,2770061,573.5,2051159,171.3,39198540,222.95,51703692,1320.0,3049979.0,4605.0,739045
2014-12-12,1136.0,5686792,3070.0,740925,442.3,6262892,3405.0,3438602,1583.0,887076.0,1090.96,4814056.0,2719.0,994139.0,265.4,17903592,1823.5,5287144,1009.0,3318876.0,324.7,3531769,1364.5,14862956,456.8,10202756.0,204.0,9359882.0,1209.6,1736988,76.13,106252375,142.0,9354221,467.7,5468223,4916.3301,2476921,375.6,8953335,428.7,3897814,1024.0,1419184,2682.5,4789136,808.5,8653097,4532.0,2551847,572.0,4211684,165.75,32931504,215.3,102958877,1287.0,4148881.0,4456.0,452949
2014-12-15,1098.5,6784438,3026.0,696703,435.0,6875867,3335.5,3783754,1594.0,1870219.0,1080.5601,4259682.0,2717.0,773868.0,262.1,22286236,1805.0,5446527,1005.0,2202199.0,323.1,5800208,1327.0,12314335,454.4,9192037.0,201.5,8469407.0,1188.27,1878143,74.4,187302630,140.8,6491415,459.8,9219278,4865.5,2263784,363.7,11930296,421.5,3025918,1013.0,1257379,2616.5,4545505,809.5,8695772,4444.0,1788045,563.5,2235831,164.8,31343413,213.2,122341059,1279.0,5089391.0,4434.0,707065
2014-12-16,1138.0,6960189,3060.0,989641,449.8,9775268,3417.5,4918626,1590.0,1395699.0,1095.12,3437309.0,2770.0,1380955.0,270.0,20030081,1827.0,5803145,1043.0,3316086.0,332.0,5586803,1348.0,12721576,462.2,9296381.0,205.4,11855814.0,1223.47,3200933,76.86,173598824,144.7,7756175,461.3,10477690,4926.1001,2325861,372.0,14475136,433.7,5349001,1046.0,1885068,2727.0,7827543,832.0,8164590,4490.0,2184803,563.5,4590075,167.45,29872094,219.45,97772731,1313.0,5370900.0,4474.0,645669
2014-12-17,1157.0,6724264,3042.0,506144,450.1,6799516,3365.0,3470803,1583.0,1226968.0,1100.3199,3373050.0,2801.0,1182566.0,266.5,13809436,1791.0,7774158,1047.0,2123344.0,329.3,2953372,1347.0,9455868,443.6,9732522.0,205.3,9882594.0,1214.9301,1829912,75.35,120676816,149.6,8133482,457.8,4139669,4955.4302,3417915,367.3,10968434,432.3,3319306,1051.0,2017866,2801.5,9296742,833.5,5450166,4522.0,2166519,582.0,4325825,168.15,22711271,219.65,56192361,1280.0,4455350.0,4475.0,486286
2014-12-18,1167.0,7812551,3133.0,1017282,462.0,8795755,3450.0,3942181,1633.0,1553983.0,1130.48,4356801.0,2813.0,1188023.0,271.9,19940360,1831.0,6981684,1082.0,3103338.0,341.1,4956711,1378.5,13091726,463.5,11951043.0,210.3,13253696.0,1221.33,2771895,75.37,141634221,151.0,7165142,462.5,7538277,5106.9199,2222866,381.8,15585039,444.0,3717774,1086.0,3390185,2813.0,6247532,857.0,5898891,4682.0,2365816,590.5,2284409,175.8,40043575,225.6,78889792,1302.0,6546197.0,4627.0,526958
2014-12-19,1193.0,7246468,3194.0,1131899,462.7,9128541,3500.5,5645244,1621.0,2464848.0,1129.4399,7539772.0,2810.0,1742401.0,272.7,25562868,1835.0,7786997,1088.0,3112284.0,343.5,5060159,1392.0,16400426,469.0,12082822.0,209.9,9509485.0,1232.0,3901062,76.16,172799060,155.5,14487087,476.0,13094596,5160.6802,2930862,388.7,14594993,449.6,5803290,1072.0,1562139,2872.0,7463853,870.5,9862416,4629.0,2776448,598.0,2263108,185.4,93368839,225.0,91474762,1328.0,6113572.0,4685.0,792872
2014-12-22,1173.5,3102987,3217.0,446743,471.3,4807262,3532.0,3365456,1640.0,465998.0,1151.28,1824612.0,2823.0,1187154.0,277.3,16006732,1849.5,2154004,1094.0,2083765.0,346.0,1675452,1390.0,7865501,471.6,4950341.0,212.5,5477179.0,1251.2,1386790,76.57,63227301,157.4,3799294,480.8,6089826,5190.0,817046,387.9,5575334,445.2,2380149,1082.0,737517,2862.5,2509778,873.5,2902040,4664.0,1036862,600.5,1206794,181.0,33721635,225.2,29996438,1342.0,3358506.0,4734.0,297458
2014-12-23,1181.5,2588989,3210.0,335500,473.3,4770987,3523.0,1438494,1646.0,708077.0,1155.4399,1441330.0,2843.0,1244911.0,282.5,10108827,1858.5,2067950,1103.0,1940692.0,348.8,2976379,1385.0,5469146,473.8,4786190.0,214.1,3823763.0,1254.4,1026497,76.89,59136791,158.1,3358519,484.0,2394007,5200.0,1192109,391.2,4241215,446.1,1732857,1108.0,775467,2894.5,2602620,874.5,2625261,4533.0,1098527,602.0,831592,184.6,16910390,224.7,26953777,1361.0,2118956.0,4774.0,275799
2014-12-24,1182.0,432059,3227.0,57381,474.1,917260,3531.5,281110,1655.0,4566533.0,1160.64,322175.0,2859.0,379777.0,284.7,2012403,1864.5,1395065,1095.0,252911.0,348.1,594822,1385.0,2301306,475.1,893025.0,216.2,2207015.0,1262.9301,213502,76.8,59975728,158.5,763496,483.9,3500808,5225.0,215591,394.9,12563636,448.7,6854439,1100.0,205214,2887.5,509337,875.0,464665,4470.0,295887,596.5,253945,186.0,43587835,225.0,5275336,1359.0,434519.0,4753.0,82643
2014-12-29,1214.5,3379375,3211.0,307031,475.6,2927086,3554.0,1363850,1653.0,611142.0,1162.72,2190095.0,2930.0,991785.0,286.2,7443363,1870.0,1590622,1103.0,2012632.0,350.7,1943376,1398.0,4362347,471.7,4362324.0,216.1,5807827.0,1234.13,2055339,76.25,44636539,158.1,3620846,483.2,2336602,5215.0,796498,393.7,4178545,442.9,1826848,1108.0,673374,2966.0,2730380,878.5,1425589,4540.0,826966,605.5,834144,188.45,15520854,224.8,20702145,1365.0,1800736.0,4726.0,304592
2014-12-30,1203.5,1973106,3146.0,311813,469.8,4250166,3490.0,1478842,1645.0,572919.0,1147.12,1913567.0,2912.0,518047.0,278.5,8745017,1840.0,2030030,1088.0,1775095.0,346.0,2561478,1379.5,6511108,481.7,4693886.0,214.7,4618875.0,1225.6,827787,75.55,59013917,157.6,2740599,477.5,2306344,5185.0,633648,389.2,3346949,436.2,1448296,1092.0,725301,2993.5,3801515,859.5,1613890,4500.0,577828,609.0,1066161,186.9,12117123,221.05,24462702,1343.0,1656159.0,4715.0,222627
2014-12-31,1200.5,723228,3153.0,209586,472.0,1104232,3500.0,461301,1636.0,123051.0,1145.04,702438.0,2919.0,87510.0,279.0,3352901,1848.5,675808,1088.0,376286.0,344.0,943716,1376.0,1730008,486.1,1377918.0,215.2,1628527.0,1234.13,488513,75.82,19240693,160.5,3277560,478.8,445923,5210.0,240383,394.4,1919577,435.0,630044,1098.0,165631,3000.0,1228430,870.0,619440,4533.0,190423,603.0,301555,189.0,6537184,222.65,8707234,1345.0,569992.0,4770.0,75843
2015-01-02,1185.0,2826168,3194.0,418924,469.2,3384223,3452.5,1478472,1624.0,1021764.0,1140.88,2913616.0,2930.0,472190.0,276.8,7405007,1829.0,1634652,1095.0,1971799.0,343.8,2103363,1383.0,4411815,487.0,6911723.0,213.3,5413270.0,1228.8,968553,76.15,54277932,160.9,5367492,477.1,2962352,5165.0,929244,389.1,7346419,437.5,2148326,1096.0,1014437,2970.0,2698600,864.5,2622938,4535.0,975912,599.5,1072055,188.0,18333615,221.9,31972374,1342.0,1759714.0,4717.0,344246
2015-01-05,1126.5,7334499,3096.0,758206,462.0,8215638,3413.0,2690006,1607.0,1050418.0,1119.04,5151381.0,2980.0,1798684.0,268.2,12551313,1821.0,4272389,1071.0,2100317.0,334.0,5632845,1369.5,11185026,493.5,10235599.0,209.4,12060142.0,1239.47,1955460,74.62,102525515,165.4,11526460,456.8,9895221,5180.0,2211688,378.0,11267451,431.3,3922041,1077.0,2005466,2883.5,4141115,853.5,5423000,4487.0,2098021,597.5,1571659,181.6,30561243,216.45,61154121,1325.0,4259770.0,4688.0,451712
2015-01-06,1155.0,4750164,3088.0,738205,456.7,8190051,3421.0,2646469,1602.0,1295018.0,1097.2,5068425.0,2964.0,1110930.0,263.9,13797383,1782.0,9068553,1046.0,3718139.0,332.3,4493506,1357.0,11186821,480.8,8186077.0,207.2,12255826.0,1227.73,1941994,72.87,133810250,160.5,9872410,454.4,7166239,5110.0,2189540,370.0,10836629,419.9,5399011,1047.0,1260436,2944.5,7118388,854.0,6356722,4542.0,1859728,614.0,2904953,178.8,26787260,215.35,59688372,1308.0,4044089.0,4604.0,466360
2015-01-07,1153.0,3815155,3054.0,711534,462.7,6843760,3410.0,2760766,1626.0,1208863.0,1102.4,4392267.0,3003.0,1493217.0,265.2,12813169,1809.5,5241530,1071.0,2504725.0,334.6,3693223,1379.0,9095748,481.2,7580937.0,206.8,6765814.0,1251.2,2152478,73.01,108980419,160.2,7254542,463.2,6876121,5170.0,1155466,367.4,7489661,420.8,5639023,1057.0,1148000,2962.5,3612881,859.5,5524417,4605.0,1484028,618.5,2229645,182.0,31141207,216.0,45676932,1323.0,4010417.0,4640.0,596209
2015-01-08,1181.0,2964794,3096.0,897915,468.9,9660318,3512.5,3202436,1651.0,1015958.0,1134.64,6687676.0,3048.0,1280828.0,271.3,14430078,1849.5,5229662,1091.0,1720005.0,341.5,4348722,1427.5,13180963,473.7,12613235.0,209.5,13527036.0,1259.73,2195927,74.1,79367070,163.0,11137525,446.9,16654830,5260.0,1201655,377.7,8700815,433.6,6009298,1091.0,1306211,3027.5,4640881,882.0,7020866,4686.0,1789314,632.0,2834771,209.25,151707125,225.75,85404201,1361.0,3849047.0,4734.0,671035
2015-01-09,1152.5,3906198,3078.0,525772,467.7,6547901,3472.0,1852170,1647.0,698814.0,1124.24,3369805.0,3016.0,727078.0,268.8,12976345,1823.5,3516569,1093.0,2199348.0,337.8,3409693,1409.5,7866803,465.4,13180447.0,213.5,14492599.0,1260.8,1509412,73.74,98091442,161.4,7254410,448.0,9558265,5245.0,1005125,367.7,19681280,431.7,4798194,1077.0,851301,2985.0,3824114,862.0,5264452,4741.0,1363935,635.5,2488681,204.1,62853891,224.9,53996789,1358.0,3945020.0,4713.0,407015
2015-01-12,1140.0,3773966,3107.0,587054,470.2,4700987,3522.0,2548518,1663.0,847657.0,1153.36,2965523.0,3063.0,1083516.0,261.0,17248062,1843.5,3285104,1090.0,1822731.0,348.5,3708975,1412.5,6410450,469.3,9157570.0,212.5,10516430.0,1272.53,1209632,73.57,94250771,161.7,6686143,448.3,5012112,5330.0,910774,368.5,7801020,436.0,3860003,1067.0,987611,2924.5,4238402,868.5,3584330,4701.0,2202483,643.0,3384422,204.55,26938263,226.8,42753668,1380.0,3196690.0,4774.0,342229
2015-01-13,1145.5,3877032,3132.0,841288,475.1,5588834,3584.5,2688882,1664.0,1117672.0,1161.6801,2578410.0,3053.0,738620.0,271.8,18038870,1865.5,3591924,1087.0,1677724.0,356.8,3636709,1423.0,6106101,489.1,10206472.0,219.9,13983558.0,1288.53,1438176,74.01,91855732,162.0,7147176,463.0,9243181,5340.0,898134,373.7,6289874,444.5,2292345,1086.0,1193068,2920.0,3531958,862.5,6929423,4568.0,2134228,651.0,2474892,212.0,34594226,229.0,61604341,1401.0,3835267.0,4790.0,335247
2015-01-14,1042.5,12430889,3035.0,984536,468.6,9174544,3514.5,3836712,1642.0,2409459.0,1149.2,3522592.0,3001.0,843475.0,261.1,16980149,1828.5,4132917,1065.0,2866986.0,348.0,6897105,1395.5,7980457,484.0,10060641.0,219.0,16050700.0,1282.13,2226072,72.9,120471280,161.5,12332768,451.3,9011535,5255.0,1506821,362.7,7748109,435.2,4295145,1063.0,1077614,2804.5,7613324,852.5,8890113,4500.0,2229088,644.0,1665722,214.0,51936980,225.25,64600642,1376.0,4878328.0,4705.0,505738
2015-01-15,1059.5,8051434,3147.0,1337683,479.6,8409442,3589.5,3551977,1684.0,2574490.0,1134.64,7701398.0,3007.0,992004.0,265.2,14655952,1885.5,6080381,1121.0,4071525.0,355.6,8476042,1413.0,13945273,489.6,12674838.0,219.5,13871171.0,1307.73,2435477,74.18,122202372,158.2,12645472,456.8,8502929,5390.0,1786361,362.8,17050367,443.0,3626239,1081.0,1101707,2842.5,7825399,853.0,10469436,4663.0,3130474,652.0,2231680,219.25,32584171,227.9,80235479,1383.0,4552719.0,4773.0,771509
2015-01-16,1099.5,6797216,3093.0,902955,483.8,7657195,3584.0,3380202,1658.0,1270147.0,1136.72,4418084.0,2990.0,1216514.0,264.9,13160478,1891.5,3882259,1145.0,3642652.0,355.9,8983564,1431.0,10668458,491.3,10972579.0,219.6,9594221.0,1316.27,2717632,74.44,111260890,161.3,9261403,454.1,5363903,5375.0,1621228,363.0,11008347,447.8,3705746,1088.0,1034321,2888.5,5093992,861.0,6048427,4699.0,2128167,651.0,1329056,219.05,31554163,227.8,72118664,1385.0,3499541.0,4769.0,451747
2015-01-19,1089.5,3948053,3113.0,397715,488.7,5275788,3598.0,1433085,1670.0,1060017.0,1152.3199,1935864.0,3020.0,359357.0,264.8,10160427,1900.5,2026635,1155.0,2386526.0,365.5,3313360,1439.0,4770055,495.0,6586384.0,224.8,10275183.0,1321.6,1359878,74.65,76693861,161.2,7382081,463.3,3994473,5370.0,803690,369.0,4865013,448.1,1653449,1082.0,654828,2856.0,3404896,869.5,4912318,4760.0,1086923,645.0,1308148,221.4,36180212,229.45,46348095,1400.0,3325207.0,4806.0,244360
2015-01-20,1121.5,5203750,3050.0,500750,492.1,6573407,3611.5,2385640,1703.0,1295618.0,1163.76,2361660.0,3016.0,921040.0,266.4,11004910,1897.5,3261180,1169.0,2790562.0,367.5,3970546,1442.0,8424658,509.0,12448760.0,224.5,15648576.0,1336.53,1840054,75.5,102776867,161.5,8319569,467.6,4481494,5365.0,1375985,380.5,12130910,447.6,2081383,1077.0,1237203,2885.5,4606225,882.5,4353685,4753.0,1811438,645.0,1144779,224.9,40018757,230.0,45061776,1420.0,3885095.0,4829.0,444382
2015-01-21,1121.5,4365844,2998.0,814602,502.0,12498052,3690.5,2663185,1743.0,1414033.0,1170.0,3555913.0,3055.0,968283.0,269.4,12504855,1933.0,3849009,1162.0,2207752.0,373.4,6391309,1465.5,9613442,512.0,8044522.0,227.6,13683054.0,1347.2,2193659,75.59,144256028,172.1,14657943,472.9,7524553,5425.0,1428929,380.2,9916570,451.8,5084648,1082.0,2044451,2924.5,3991933,892.0,5695891,4798.0,1653463,654.5,1321118,229.0,34643547,238.15,96098484,1434.0,4245380.0,4898.0,450451
2015-01-22,1145.0,7844675,2985.0,1441758,518.0,10853049,3734.5,3117333,1743.0,1436168.0,1175.2,4732859.0,3088.0,1833208.0,271.2,14447076,1938.0,3884892,1163.0,2733710.0,378.6,5285135,1488.5,13199034,525.0,8891821.0,230.7,10385502.0,1360.0,2092744,75.65,134647722,171.7,9471126,469.6,6358034,5400.0,1582457,386.0,8959320,466.8,6529861,1136.0,2663264,2966.5,5305897,899.0,7028459,4714.0,1847522,660.0,1272828,235.85,63279897,238.7,77157669,1479.0,6710080.0,5025.0,690073
2015-01-23,1103.5,7109136,3080.0,842356,519.0,9350822,3791.0,4347970,1775.0,1143268.0,1177.28,4365615.0,3126.0,666009.0,270.0,15559358,1969.5,5958007,1162.0,2245360.0,375.3,6225798,1500.0,10586274,536.0,10378599.0,229.6,13628958.0,1369.6,1912777,75.53,135616839,175.3,8948991,475.5,4281629,5560.0,1492798,380.1,8299632,464.7,4648857,1120.0,1642710,2883.0,5445307,902.0,5054832,4816.0,1711510,671.0,1190851,235.3,51008830,239.9,91351406,1479.0,4326372.0,5090.0,487185
2015-01-26,1117.5,5241038,3112.0,644373,512.0,8992981,3779.5,3027721,1774.0,1313472.0,1183.52,2388798.0,3110.0,501919.0,271.4,11442419,1967.0,3668516,1181.0,1810666.0,377.9,3366569,1498.5,6609118,549.0,13021543.0,231.7,10189816.0,1371.73,1724185,76.0,80665003,179.5,7546892,476.0,2654858,5500.0,1391518,383.1,6017468,464.5,2763168,1133.0,1084600,2887.5,4110154,903.0,4281277,4868.0,2003667,677.5,1326044,230.0,36124220,238.65,47738986,1471.0,2685646.0,5065.0,278929
2015-01-27,1090.0,5286884,3097.0,616799,506.0,10717078,3756.0,2407406,1764.0,1570458.0,1190.8,3580933.0,3070.0,795569.0,282.7,23768176,1942.0,4338821,1165.0,1736094.0,369.0,5114751,1484.0,8760295,561.0,12213328.0,225.9,11363061.0,1354.67,1572125,75.13,111800401,177.8,7056343,474.7,2862872,5515.0,2882949,376.3,6014079,463.6,2057250,1117.0,1203106,2872.5,4806207,879.0,6605461,4833.0,1346498,674.0,1293052,230.25,25555108,236.7,46530368,1460.0,2993145.0,5000.0,399473
2015-01-28,1115.0,5865552,3121.0,512672,513.0,6590292,3778.5,2576215,1788.0,1035755.0,1189.76,3200925.0,3068.0,719070.0,287.6,20826690,1962.0,5771395,1184.0,3216702.0,369.1,4441942,1496.5,7163780,560.0,7311102.0,223.1,15462615.0,1374.9301,2492820,74.76,183992062,179.8,4335097,477.6,4894806,5620.0,1675750,374.9,7591479,459.4,4181110,1116.0,1015699,2894.5,8380857,882.5,6422035,4880.0,1078901,678.0,1312959,227.65,22294714,237.25,54435372,1454.0,3845984.0,5010.0,468597
2015-01-29,1097.5,5171814,3160.0,678560,516.0,8935723,3794.0,3164124,1765.0,1883523.0,1204.3199,3366362.0,3000.0,1807637.0,292.6,18599475,2022.5,10253950,1183.0,3300805.0,369.5,6029843,1492.5,6953230,564.0,8156543.0,222.0,11787057.0,1384.53,1459405,74.86,99582304,181.6,7114206,487.8,6624296,5720.0,1859314,369.2,10110155,459.2,2876961,1110.0,1318117,2886.0,4377338,887.5,5419935,4898.0,1811765,679.0,1938217,227.0,22502087,237.65,73147952,1450.0,3584088.0,5000.0,587350
2015-01-30,1113.0,6467618,3103.0,685255,507.5,14709666,3752.0,3082966,1729.0,1691940.0,1197.04,4824634.0,2997.0,874187.0,293.8,27563835,1970.0,9523672,1173.0,3300307.0,368.6,3836177,1467.0,11242717,544.5,15320912.0,220.0,13736052.0,1358.9301,2619169,73.75,111287711,179.2,6291236,484.4,5333786,5630.0,1985584,362.4,10095312,454.3,5662952,1127.0,1261495,2925.0,5342209,891.5,6239028,4854.0,1495862,678.0,2856314,224.75,26929427,234.5,72163935,1466.0,4799592.0,5005.0,370363
2015-02-02,1124.0,4550280,3114.0,513468,507.0,9653332,3767.0,2213104,1743.0,1395574.0,1205.36,4618312.0,2921.0,1158832.0,293.3,16468025,1950.0,5238020,1168.0,1974353.0,371.5,3118953,1460.5,7986617,529.5,16728315.0,221.6,11105170.0,1380.27,1518315,73.67,137679310,177.5,6512482,478.0,4254056,5630.0,1534853,365.5,9131281,451.7,4483289,1141.0,1034342,2961.0,5475391,884.0,6983123,4900.0,1801860,674.0,2356406,228.35,27193918,233.85,46099773,1458.0,2751449.0,4983.0,577145
2015-02-03,1170.0,13216913,3079.0,869346,520.5,9681686,3753.0,2600514,1771.0,1325945.0,1190.8,4615380.0,2934.0,902636.0,295.7,16612853,1926.0,4692985,1185.0,2266964.0,375.6,4705453,1453.0,12144628,534.5,7802172.0,222.5,7933806.0,1370.67,2741529,74.97,114107640,180.4,6703040,477.1,4661780,5600.0,1294941,375.6,12567662,453.0,4510585,1175.0,1397285,3076.0,8279669,894.0,6115571,4900.0,1806157,665.0,3339797,232.05,36674802,236.9,46770489,1477.0,3012919.0,4959.0,581428
2015-02-04,1150.0,7234564,3042.0,840354,527.5,6564225,3735.5,3403289,1796.0,1685211.0,1191.84,5069312.0,2921.0,996122.0,293.4,16202778,1925.0,5672141,1185.0,2120545.0,375.1,4386633,1476.0,16957234,542.0,11359196.0,230.6,17884130.0,1381.33,2283875,74.55,108405593,179.7,8523325,480.4,5233978,5620.0,1750431,380.8,12194211,449.2,4059902,1171.0,1538692,3053.5,5537398,899.5,7536408,4901.0,1782264,661.0,1524938,229.55,30575900,236.5,77770349,1477.0,3182529.0,4969.0,727225
2015-02-05,1172.0,8543536,3014.0,590365,516.5,8713536,3689.0,2752706,1784.0,1365352.0,1190.8,5563894.0,2908.0,597659.0,296.0,9077441,1916.5,3560602,1194.0,1652248.0,382.6,5984916,1500.5,11585500,542.5,9121578.0,226.0,14628773.0,1392.0,2382785,75.53,129225243,175.5,7685433,481.6,4073736,5585.0,1219490,377.7,4917302,448.9,1832891,1179.0,1426810,3080.5,3715224,918.0,7657288,4954.0,1335963,664.5,1983157,232.4,26246990,230.9,96565338,1459.0,5324256.0,4952.0,404457
2015-02-06,1145.5,4470424,3042.0,735791,517.5,13622689,3628.0,2787357,1797.0,1017430.0,1175.2,5040626.0,2905.0,424879.0,296.4,19271134,1909.0,3178446,1190.0,1609836.0,379.7,3947041,1517.5,11600659,541.0,10235722.0,227.7,8770209.0,1388.8,2357429,75.81,97644894,175.5,5897971,481.3,3545063,5575.0,1313736,384.0,9123524,454.3,2490768,1187.0,1620531,3028.5,4595352,912.0,7734843,4912.0,2410644,573.5,12374829,228.7,18773876,231.4,56937407,1449.0,5030423.0,4905.0,369323
2015-02-09,1184.0,4990088,3010.0,664044,514.5,4557756,3605.0,2433455,1775.0,709991.0,1171.04,3879404.0,2882.0,624977.0,293.1,12278286,1896.0,2919384,1185.0,1781505.0,371.1,3868384,1526.0,8481804,536.5,10281450.0,226.1,8086875.0,1356.8,1627343,74.92,76965688,168.0,9938950,475.5,3367055,5535.0,1556230,381.0,7391311,439.0,11915275,1162.0,1269048,3095.0,4732246,902.0,7783952,4741.0,2773786,580.5,3961894,233.4,30066673,228.8,62232217,1439.0,3488476.0,4854.0,523102
2015-02-10,1149.0,4823808,3009.0,710513,522.5,7870150,3647.5,2989553,1812.0,1012654.0,1187.6801,4811503.0,2911.0,1330631.0,293.3,16702163,1888.0,4456002,1187.0,2123371.0,376.5,3444777,1519.5,10064917,539.0,9426352.0,227.5,19360028.0,1353.6,2819169,75.01,97003461,172.7,9119382,498.7,11179496,5590.0,1408114,382.5,8184285,444.5,4352644,1164.0,1069914,2992.5,6470580,918.0,5514902,4744.0,2291395,570.5,3814138,241.85,47431699,230.95,53820166,1462.0,3509016.0,4956.0,447360
