,AAL.L_price,AAL.L_volume,ABF.L_price,ABF.L_volume,BA.L_price,BA.L_volume,BATS.L_price,BATS.L_volume,BRBY.L_price,BRBY.L_volume,CPG.L_price,CPG.L_volume,CCL.L_price,CCL.L_volume,CNA.L_price,CNA.L_volume,DGE.L_price,DGE.L_volume,EXPN.L_price,EXPN.L_volume,GKN.L_price,GKN.L_volume,GSK.L_price,GSK.L_volume,IAG.L_price,IAG.L_volume,ITV.L_price,ITV.L_volume,LAND.L_price,LAND.L_volume,LLOY.L_price,LLOY.L_volume,EMG.L_price,EMG.L_volume,MKS.L_price,MKS.L_volume,RB.L_price,RB.L_volume,RBS.L_price,RBS.L_volume,RSA.L_price,RSA.L_volume,SMIN.L_price,SMIN.L_volume,RIO.L_price,RIO.L_volume,RR.L_price,RR.L_volume,SHP.L_price,SHP.L_volume,TATE.L_price,TATE.L_volume,TSCO.L_price,TSCO.L_volume,VOD.L_price,VOD.L_volume,WPP.L_price,WPP.L_volume,WTB.L_price,WTB.L_volume
2015-02-11,1123.5,4705497,2992.0,666452,525.0,6438867,3635.5,1564034,1821.0,898023.0,1181.4399,2802124.0,2920.0,1025140.0,290.8,12358421,1884.5,3913093,1190.0,2176592.0,374.6,3963976,1514.0,6523212,552.5,6060072.0,229.9,14586985.0,1350.4,1382759,74.39,116919732,173.8,6451151,493.4,5305132,5775.0,2397150,378.4,7339497,440.0,1586393,1159.0,1029530,2971.5,4591131,905.0,4827553,4776.0,2321299,560.5,3249398,242.4,23266757,229.9,37428834,1451.0,3050170.0,4960.0,670756
2015-02-12,1165.5,5585671,2966.0,552700,528.0,10818127,3626.5,2705913,1887.0,2679302.0,1162.72,4144488.0,2963.0,832089.0,287.5,17224787,1862.5,4882207,1199.0,1479108.0,376.9,4097055,1485.5,11156199,561.5,10718671.0,231.0,10122840.0,1336.53,2609830,74.43,171262869,172.9,7295857,491.5,5573651,5690.0,1745425,386.9,9785653,439.0,2578228,1171.0,794465,3039.5,6192248,905.0,8439528,4997.0,3488067,561.5,1998230,243.5,25234367,231.3,62272550,1458.0,3619378.0,5015.0,453827
2015-02-13,1204.5,6752389,2905.0,860512,523.0,6022661,3592.0,2732908,1861.0,1870432.0,1163.76,3653548.0,2900.0,1086749.0,287.0,14967979,1837.0,5378875,1198.0,1541941.0,379.0,3741832,1553.0,16104036,554.0,5166022.0,230.5,9823328.0,1333.33,2815497,75.35,149400768,173.5,6795166,494.0,4075697,5660.0,1899481,389.0,9796594,444.4,2265129,1186.0,1335932,3151.5,6269555,944.5,22444607,5130.0,2477670,558.0,1971780,241.6,23929710,232.4,38429259,1447.0,4526553.0,5000.0,521062
2015-02-16,1220.5,3950985,2926.0,734208,521.0,4574748,3594.5,1624871,1851.0,588818.0,1159.6,2800986.0,2872.0,385488.0,278.8,17451399,1839.5,2811875,1181.0,1267600.0,375.5,2608711,1542.0,5508170,561.5,3283566.0,229.5,6359657.0,1325.87,1537805,75.73,68182943,172.3,2596133,493.5,2369146,5610.0,900871,384.2,7171125,443.1,1275626,1180.0,550227,3163.5,3091806,936.5,6325371,5090.0,808903,577.0,3683913,242.4,10923397,230.0,27139103,1445.0,2673645.0,5010.0,255624
2015-02-17,1235.0,7222422,2948.0,756483,520.5,4446976,3663.5,1924548,1861.0,1191306.0,1157.52,3099104.0,2899.0,714556.0,280.0,12168559,1885.5,4965573,1181.0,1888363.0,375.5,2923402,1547.5,11059462,564.0,5560419.0,231.2,9177426.0,1329.0699,1627392,77.03,131302008,177.7,6688851,489.1,5910485,5685.0,1440802,386.5,6638638,445.0,2227064,1180.0,632114,3180.0,6294039,922.5,9101046,5185.0,1169846,576.0,3215870,244.35,24286519,231.25,39765222,1451.0,3176476.0,4972.0,457973
2015-02-18,1259.0,8209513,2998.0,1115741,522.0,7203876,3603.5,2233173,1883.0,1128763.0,1157.52,4220038.0,2947.0,904060.0,281.1,12277184,1866.5,5701708,1190.0,1557463.0,378.2,3960119,1555.5,9384835,553.5,5461526.0,233.9,6975804.0,1304.53,2536418,77.29,115917224,179.6,6651024,494.7,6716034,5635.0,2056084,396.5,9809240,452.5,2993999,1197.0,887669,3201.5,4881605,934.5,7136148,5100.0,1173994,580.0,1867147,242.7,26851869,225.45,69385667,1482.0,4550230.0,5020.0,348600
2015-02-19,1223.0,7347765,3057.0,868793,525.5,9216294,3660.5,2605675,1902.0,912210.0,1172.08,3377696.0,2942.0,853916.0,257.1,59475675,1884.0,4847443,1192.0,1847466.0,380.2,3702001,1526.5,6868768,564.0,4120383.0,233.4,8176977.0,1316.27,2066589,77.23,97685401,183.7,11736210,497.3,4014539,5705.0,1092855,395.9,8573883,452.0,2341171,1186.0,767132,3220.0,5758642,962.0,11767510,5135.0,1049167,585.0,1925796,239.95,23162489,228.4,45247177,1506.0,4618431.0,5025.0,341035
2015-02-20,1246.5,5011521,3036.0,683288,530.0,6857203,3656.0,3011179,1908.0,1073843.0,1179.36,3868848.0,2875.0,873120.0,252.1,33832085,1886.0,4918469,1190.0,1829158.0,383.0,5907271,1530.0,6956910,551.0,7256647.0,233.1,8792605.0,1312.0,1971100,77.98,163816073,187.9,8016145,497.7,3589960,5685.0,1181471,397.5,10594085,452.0,3259119,1192.0,771689,3237.5,6249055,956.0,13179331,5065.0,1357441,580.5,2331050,240.6,19400652,232.4,69849785,1518.0,3919279.0,5010.0,392405
2015-02-23,1198.0,4847427,3058.0,874383,534.0,6518450,3727.5,2516781,1921.0,611683.0,1194.96,4432204.0,2898.0,992359.0,249.9,22365078,1913.5,3897755,1199.0,1242275.0,386.0,4225846,1535.0,5873868,562.0,8146915.0,230.0,15612924.0,1319.47,2220913,79.02,157129418,189.8,7560662,499.4,2961654,5745.0,877945,398.8,8557002,450.1,2333219,1176.0,963568,3150.5,4746443,950.0,12128929,5190.0,769377,590.0,2720345,240.4,15219088,232.7,36391421,1532.0,2800098.0,5085.0,606431
2015-02-24,1237.0,5487892,3009.0,897715,536.0,7128877,3737.0,2685567,1903.0,1066850.0,1196.0,4715503.0,2896.0,685104.0,251.7,26424796,1935.5,6321886,1196.0,943448.0,373.6,12325255,1546.5,6490970,563.5,6027895.0,229.9,13319483.0,1320.53,2063047,79.21,190128527,190.5,8371869,504.0,3592541,5775.0,1480259,403.9,11408727,449.9,2303244,1163.0,940185,3193.5,4735657,936.5,8932199,5150.0,1287200,593.0,1656195,238.4,19998284,226.5,84846553,1534.0,3688545.0,5105.0,406099
2015-02-25,1225.0,4104289,2994.0,783896,537.5,9559467,3731.0,2570084,1910.0,682508.0,1186.64,2998305.0,2910.0,745543.0,251.0,67256646,1932.0,2883798,1180.0,1506965.0,365.7,9180823,1545.5,5582697,560.0,4229164.0,228.0,10324058.0,1313.0699,1848141,79.24,132596556,189.1,11803724,504.5,3394450,5705.0,1445546,403.3,12171228,450.3,3749506,1137.0,1454211,3170.5,3117065,939.0,4489459,5230.0,1359084,593.0,1615263,240.9,20908333,223.7,63905062,1519.0,3405048.0,5245.0,764302
2015-02-26,1218.0,5323315,3049.0,661989,533.0,6034292,3795.0,3034094,1891.0,1485069.0,1200.16,3624912.0,2917.0,899753.0,245.6,24126239,1935.0,4714852,1198.0,1249963.0,368.2,3574710,1554.0,5960907,559.5,5871933.0,227.4,12263711.0,1325.87,1921331,78.5,212277882,188.2,6178129,503.5,3922108,5790.0,987982,386.6,32460889,429.1,13653704,1150.0,802171,3192.0,4071059,943.5,4871605,5315.0,1266302,597.0,2056310,246.0,25260788,224.7,45246901,1538.0,2259800.0,5285.0,429731
2015-02-27,1210.0,4030741,3125.0,1128035,532.0,7034548,3782.0,3177355,1872.0,1902848.0,1198.08,3108256.0,2922.0,507910.0,244.3,26052020,1935.5,4507724,1198.0,1446744.0,365.2,6365570,1541.5,8715830,580.0,10526553.0,225.3,14004354.0,1339.73,3008229,79.0,261336205,191.6,5990252,504.5,10864971,5860.0,1939673,367.2,32914978,428.9,6235274,1155.0,1051652,3192.0,3461077,949.0,8012013,5275.0,1382287,595.5,3305520,245.4,26779714,224.4,44080589,1535.0,2751270.0,5255.0,307963
2015-03-02,1201.0,4512153,3085.0,1022843,531.0,5166352,3756.5,2381216,1892.0,911816.0,1200.16,2205960.0,2976.0,957151.0,246.5,22197251,1917.0,3885598,1203.0,1577250.0,363.3,4375717,1554.0,6311571,574.0,6584065.0,227.8,11299102.0,1363.2,2843378,79.99,203143672,193.0,10106718,510.0,3981857,5795.0,1694676,378.3,16457893,434.3,4361430,1170.0,1233118,3154.0,6431480,934.5,8199215,5160.0,1504564,593.0,1417152,246.7,18094113,224.7,58471028,1538.0,2368319.0,5345.0,426901
2015-03-03,1204.5,4545614,3094.0,759137,527.0,5074005,3767.0,2188165,1847.0,1017332.0,1200.16,3945686.0,2950.0,1292394.0,247.5,25922670,1906.0,3558670,1180.0,1259460.0,355.2,3308590,1551.0,7041098,556.0,5325575.0,221.8,14030691.0,1365.33,2896346,79.44,156582737,190.2,11086413,508.0,5549216,5755.0,1263287,370.1,11794715,420.2,4602545,1161.0,896400,3135.0,3795986,937.0,8386194,5160.0,1427918,586.0,2675492,244.95,19523564,225.0,51163674,1517.0,2717539.0,5255.0,340797
2015-03-04,1167.0,6275042,3088.0,669914,533.5,4428962,3813.0,2311407,1865.0,940362.0,1209.52,3522418.0,2984.0,812877.0,245.4,27247213,1920.5,3071787,1174.0,1804825.0,355.4,5105265,1566.0,6330732,569.5,6836209.0,234.5,30378531.0,1362.13,2155295,79.87,134809615,191.3,7963045,505.5,2586406,5850.0,1424424,373.2,9404439,426.6,4777778,1161.0,1106348,3073.5,5251049,950.0,7988618,5250.0,876518,592.0,1510807,243.25,18857331,227.35,48706914,1532.0,2707875.0,5310.0,373337
2015-03-05,1164.5,5490280,3133.0,532470,535.0,4877238,3892.5,3867733,1875.0,1286541.0,1212.64,3786331.0,3038.0,920500.0,245.5,11687920,1939.0,2809851,1194.0,1132533.0,363.9,5879155,1571.0,5579985,562.0,3447823.0,241.0,21597189.0,1377.0699,1527086,80.94,177584135,194.0,9826971,506.5,3144788,5825.0,1231708,379.3,11369009,423.4,3453824,1179.0,1278546,2985.0,6510169,985.0,9541677,5200.0,1151442,595.0,1852966,245.95,19973855,226.25,40539155,1535.0,3458061.0,5330.0,271136
2015-03-06,1136.0,5696960,3129.0,705150,537.0,4841468,3825.5,2985572,1887.0,928343.0,1215.76,3056882.0,3032.0,699850.0,242.0,14519847,1928.5,2955474,1187.0,953416.0,361.4,4164728,1560.0,4831642,550.0,5163694.0,246.5,31597737.0,1349.33,2693755,81.43,179462230,194.5,4104204,511.0,2908745,5800.0,1107266,376.1,17667682,418.0,3586528,1179.0,833658,2917.5,5933337,987.0,9555614,5235.0,1025835,604.0,2507830,242.5,16454715,219.9,70205360,1541.0,2460593.0,5305.0,304591
2015-03-09,1138.0,5183092,3069.0,436398,533.0,6142189,3756.0,2591878,1857.0,763026.0,1204.3199,2619049.0,3035.0,507955.0,243.9,15757485,1904.0,3122322,1160.0,1598777.0,358.8,3879738,1556.0,5549237,551.5,6266228.0,247.2,26859916.0,1321.6,2226938,80.37,129158789,189.9,6814406,504.5,2804577,5830.0,1140376,367.8,18678683,412.4,4684753,1191.0,913095,2910.5,4381788,995.5,9297721,5210.0,745936,606.0,2582794,240.3,16863460,219.1,58725150,1559.0,4574852.0,5260.0,302024
2015-03-10,1081.5,9667248,2976.0,1047001,533.5,8312950,3652.5,3138477,1816.0,1310249.0,1181.4399,2947150.0,3012.0,996705.0,235.5,23595760,1854.5,4907915,1134.0,2566395.0,352.0,6324468,1523.5,7965034,545.5,6239745.0,244.0,14225591.0,1296.0,2426579,78.75,145200911,189.7,7363337,495.5,5232770,5705.0,1600885,359.8,18573958,409.2,7993787,1150.0,1048154,2830.0,5185260,973.0,6467267,5245.0,1461440,600.5,1876110,235.3,26656041,215.55,68943780,1504.0,5848793.0,5145.0,388288
2015-03-11,1085.5,6960693,2998.0,730478,536.0,7050310,3627.0,2523119,1850.0,1148551.0,1184.5601,3204930.0,3030.0,864922.0,238.9,16054227,1849.0,5483106,1139.0,2535494.0,357.8,5809339,1519.0,7758979,562.0,5464654.0,247.1,13321742.0,1291.73,1806520,78.16,143166702,193.2,11706615,496.9,3460808,5715.0,1294215,360.1,16111295,416.1,4822741,1163.0,1189074,2844.0,4538660,976.0,5169282,5310.0,958097,604.5,1685266,235.45,17773551,217.2,59218372,1520.0,5851177.0,5200.0,570895
2015-03-12,1079.0,11502438,2992.0,667891,535.0,6397667,3641.5,2214868,1845.0,856120.0,1203.28,2757748.0,3097.0,1243737.0,241.4,15721236,1882.0,4525083,1142.0,2343253.0,362.0,7152279,1548.5,9119817,570.0,6919906.0,248.9,15828070.0,1277.87,2505163,79.2,191558975,196.8,8549036,494.1,3948283,5710.0,1113313,360.2,17360986,419.2,4469273,1166.0,1029982,2857.0,5030625,970.0,6500065,5455.0,1471442,607.5,2466335,235.75,15277800,216.9,86059924,1548.0,4623575.0,5260.0,283857
2015-03-13,1055.0,6917444,2984.0,557684,532.5,6325794,3644.0,2336235,1844.0,974616.0,1213.6801,3290486.0,3131.0,770920.0,237.9,28726306,1864.0,5090729,1130.0,2296807.0,368.7,7671993,1560.0,12986916,575.5,6545148.0,250.8,9506517.0,1301.33,2498000,79.0,125446888,194.9,4592936,493.6,3060020,5840.0,1384578,356.2,16153161,420.5,3758583,1163.0,1370694,2809.5,5748463,969.5,7220211,5525.0,1585764,613.0,1079528,232.85,20174059,218.95,52385346,1564.0,5522211.0,5335.0,519419
2015-03-16,1055.5,6381844,3048.0,915050,538.0,4351423,3708.5,2641777,1890.0,1066593.0,1224.08,2758794.0,3194.0,1130030.0,239.3,15861029,1893.0,4306451,1115.0,3496927.0,374.2,4774942,1577.0,8274550,580.0,5191655.0,255.3,11429351.0,1315.2,1917820,79.35,149987027,197.8,5059728,506.0,5221162,5900.0,1279002,351.5,17021905,419.5,3231051,1179.0,1065683,2848.0,4347552,970.5,5226046,5530.0,1472501,612.5,2331409,241.35,25181357,222.6,50857691,1558.0,4137943.0,5385.0,356760
2015-03-17,1071.5,7677869,3036.0,619753,537.0,5142441,3715.5,2515963,1870.0,1003374.0,1227.2,2352665.0,3160.0,731988.0,251.2,33123314,1910.0,5689123,1128.0,2207124.0,368.8,6848619,1591.5,7410643,574.5,5636115.0,253.9,11421355.0,1315.2,1770684,79.46,138974548,197.2,12377112,505.0,3607528,5860.0,1220647,350.7,12759913,423.0,6150466,1178.0,1764507,2873.5,5289203,966.5,6169223,5505.0,973752,612.5,1440171,237.15,22951808,221.55,65264061,1555.0,3933896.0,5390.0,247181
2015-03-18,1069.5,6707412,3062.0,812570,545.5,6385967,3796.0,4003013,1860.0,1345768.0,1249.04,3521636.0,3195.0,672904.0,255.0,27441670,1954.0,5919072,1137.0,2606605.0,368.7,6204504,1623.5,9121382,576.0,5360292.0,257.3,11249936.0,1344.0,1548386,79.5,149980532,198.7,10900228,515.5,5089481,5910.0,1094071,351.7,15007151,429.4,4764536,1200.0,2369976,2830.5,5526462,984.0,4742966,5600.0,1445751,621.0,2022666,241.8,17885430,225.75,58974828,1586.0,3109241.0,5405.0,488209
2015-03-19,1046.0,8425487,3061.0,625779,547.0,6737587,3668.0,5947662,1870.0,1057584.0,1251.12,3036173.0,3200.0,1127151.0,256.6,17239424,1940.5,4717863,1130.0,2849102.0,375.1,5805409,1630.0,12769731,581.0,8866493.0,257.4,12821119.0,1356.8,4058094,79.5,158815738,205.3,13861652,531.5,7897796,5990.0,1522077,348.5,12405391,433.4,4010311,1206.0,1114744,2845.5,5308088,982.5,3822830,5635.0,1229276,612.0,2479655,242.8,24188843,225.9,82200698,1578.0,3780125.0,5425.0,287235
2015-03-20,1100.5,11955546,3038.0,724532,545.5,14977839,3657.0,6144310,1876.0,1526842.0,1251.12,5212257.0,3201.0,1102547.0,255.8,37064445,1924.0,6509933,1143.0,2223871.0,375.6,7097624,1635.0,22954710,593.5,18978057.0,256.8,9877836.0,1361.0699,3295612,80.63,316386458,204.9,22461100,537.5,9903581,5960.0,2836123,356.3,13301355,436.0,6706514,1204.0,1399648,2914.5,8435540,987.5,5298283,5685.0,1970932,608.0,3881815,244.85,26330020,228.25,177392796,1580.0,7219713.0,5430.0,379430
2015-03-23,1114.0,9751005,3011.0,563357,540.0,9413065,3703.5,3168121,1828.0,1106563.0,1240.72,2024443.0,3151.0,995384.0,258.8,20827123,1939.5,4374569,1148.0,1769950.0,367.3,3906781,1615.5,8341119,592.0,6218964.0,257.7,10794271.0,1360.0,1645447,80.48,141320482,208.1,9554856,536.0,3309770,5998.0,1803309,354.1,11431293,437.8,2484954,1210.0,972284,2942.5,4927295,987.0,3923371,5565.0,2152832,612.0,1534339,246.6,16825705,227.65,46565162,1573.0,3780761.0,5350.0,308646
2015-03-24,1093.5,5511065,2925.0,1365858,542.5,7439338,3664.0,3082176,1852.0,916619.0,1249.04,5989057.0,3110.0,954573.0,256.6,26698760,1937.5,5916502,1156.0,2862044.0,372.1,10894473,1608.0,9009212,613.5,13464575.0,259.3,11286726.0,1371.73,1638959,80.59,128294906,211.6,8112022,542.0,4490723,5941.0,1611168,352.0,9181365,439.1,1641501,1213.0,766223,2884.0,4602402,988.5,6357078,5525.0,1633332,602.0,2586906,243.65,18786717,226.95,46500226,1580.0,4121743.0,5335.0,449866
2015-03-25,1104.5,4312219,2911.0,891042,541.5,4408773,3639.5,2221849,1824.0,986427.0,1233.4399,3439374.0,3045.0,717225.0,260.2,16516078,1923.5,4433192,1141.0,1702250.0,370.0,6764921,1595.5,6258971,607.5,10166127.0,256.6,8759974.0,1357.87,1260750,80.5,138566887,208.5,7385518,539.5,3669997,5893.0,1641577,352.3,9093417,437.2,2636891,1212.0,1674928,2926.0,3748297,981.0,3883924,5400.0,1695746,600.0,1895991,239.35,16963401,224.25,69576213,1566.0,4026709.0,5305.0,446854
2015-03-26,1076.5,7624035,2849.0,861056,532.5,11079654,3570.0,5596549,1787.0,1773280.0,1206.4,4197681.0,3024.0,990049.0,258.4,20991432,1894.5,5461899,1131.0,2640753.0,361.6,9550259,1575.0,12194434,587.0,15823156.0,254.2,22521820.0,1344.0,3319526,79.73,150315725,201.1,13807706,532.5,5297220,5862.0,1881697,350.3,10953513,424.4,3732066,1179.0,1190467,2877.0,4120422,962.0,7625883,5310.0,2383179,597.0,2272350,238.0,18764494,224.0,153890491,1547.0,3917395.0,5235.0,723122
2015-03-27,1044.0,6960725,2845.0,978114,530.0,6301298,3552.0,2401057,1767.0,1296342.0,1220.96,4009760.0,3241.0,2043601.0,259.3,15667930,1895.0,3728491,1125.0,2681956.0,360.1,7741961,1569.5,6480270,594.0,7985609.0,251.4,13133724.0,1352.53,1786955,79.05,123998202,203.6,7972487,530.0,3655727,5860.0,1681933,343.1,13645188,423.2,3890220,1162.0,1679740,2809.5,7122913,947.5,7158579,5425.0,1340481,598.5,907037,238.25,15631870,224.7,57358330,1540.0,2933676.0,5240.0,474240
2015-03-30,1060.0,7512869,2855.0,509754,526.5,11004908,3594.5,2885991,1772.0,1381027.0,1233.4399,3760534.0,3274.0,1285881.0,257.0,16887417,1902.0,4012805,1121.0,2910322.0,364.4,3129145,1584.5,6419960,603.0,5148672.0,255.2,11247335.0,1348.27,1589683,79.39,101321744,204.4,6561338,538.0,6058589,5902.0,1436648,347.1,9268541,430.5,2863445,1129.0,2958768,2816.5,3575593,961.5,4530639,5430.0,1235752,600.0,739860,240.95,19951926,224.35,41488328,1558.0,2670327.0,5240.0,469416
2015-03-31,1012.0,9709191,2818.0,871794,523.5,9983523,3488.5,4940595,1733.0,1935478.0,1218.88,5422209.0,3296.0,1146125.0,253.0,24825221,1859.5,6451170,1117.0,3509349.0,358.6,6380792,1546.0,11472649,603.0,6529415.0,252.9,15214461.0,1336.53,2983224,78.28,161775894,203.8,8447165,535.0,6520439,5800.0,2331666,340.0,11353676,420.9,4245600,1118.0,1746042,2772.0,5414923,953.0,5837611,5365.0,1369176,597.5,1648360,241.85,30404382,220.45,60967206,1531.0,4781538.0,5245.0,570640
2015-04-01,1016.5,5902965,2816.0,868641,524.0,6395707,3538.5,3077806,1731.0,1241699.0,1218.88,3034175.0,3258.0,1033231.0,254.8,19165530,1868.5,4553626,1121.0,2495443.0,358.8,5102310,1565.5,9795826,600.0,7139416.0,251.9,15312960.0,1338.67,2076420,79.39,215994003,204.0,4603073,530.5,4597958,5805.0,1383205,345.4,12603586,426.6,2750221,1117.0,1014389,2762.0,5516849,950.0,5804996,5260.0,1766735,608.0,6742056,243.25,21802874,220.05,46460961,1513.0,5485770.0,5225.0,428913
2015-04-02,997.0,7662642,2866.0,584916,524.5,5645016,3577.0,2238426,1715.0,1524324.0,1230.3199,2381323.0,3310.0,746678.0,253.2,9725911,1890.5,3292802,1130.0,1708400.0,360.7,3497068,1569.5,5346846,598.5,5444644.0,251.0,19978759.0,1342.9301,1204264,79.08,99901518,208.0,4663560,554.0,17553938,5832.0,1021428,349.6,8928286,428.2,3219288,1116.0,1372560,2751.0,5609194,943.5,4994210,5160.0,2272426,626.0,2195849,244.3,20514959,222.2,42690525,1539.0,3352515.0,5255.0,302992
2015-04-07,1025.5,8116048,2964.0,1171203,528.5,7213422,3631.0,2501622,1714.0,2094962.0,1239.6801,4068430.0,3357.0,872068.0,259.5,17124995,1929.5,7161676,1150.0,1952200.0,362.5,2927155,1591.0,6152759,591.5,8909331.0,257.0,19275623.0,1361.0699,1391872,80.1,156773840,208.2,6214421,561.0,8110824,5960.0,1328372,353.0,11629483,431.6,2913553,1138.0,891511,2862.0,5094282,952.0,4649600,5385.0,1599160,643.0,2096245,251.0,25719732,225.4,51956308,1555.0,3200638.0,5315.0,371406
2015-04-08,1026.5,7305789,2963.0,939420,532.0,7056595,3589.0,2110707,1743.0,2080787.0,1225.12,3599816.0,3324.0,659021.0,259.0,16911156,1906.0,2973302,1181.0,2853266.0,357.3,3636470,1591.0,6145551,591.0,10023443.0,256.4,19297671.0,1361.0699,1075834,79.68,110793916,209.4,8511654,554.5,7071071,5970.0,1737233,348.7,12020844,432.5,4183732,1120.0,1161351,2853.5,4904324,944.0,4194517,5485.0,1455267,641.5,2412199,246.85,26916954,222.55,42686794,1560.0,2703273.0,5290.0,405082
2015-04-09,1024.0,10422668,3014.0,699752,535.5,4481439,3631.0,2367370,1792.0,3099389.0,1257.36,4093896.0,3339.0,613307.0,262.3,10255533,1916.0,4022885,1182.0,1578582.0,358.4,4282004,1611.5,6500890,601.5,4941642.0,261.3,10461491.0,1374.9301,1015043,79.68,128618569,214.2,7274245,565.5,6270466,6001.0,1166704,347.8,9074719,432.9,2127254,1129.0,1003795,2852.5,4495064,950.0,4884145,5420.0,1489472,651.0,2138264,246.8,22195218,225.7,41845961,1587.0,2589079.0,5410.0,427252
2015-04-10,1022.0,7472847,3017.0,654515,539.5,7098565,3716.0,2730057,1806.0,2313396.0,1267.76,2707519.0,3370.0,641810.0,262.7,10595768,1938.5,3702725,1193.0,1675598.0,361.2,4210685,1642.0,9882778,617.0,13031783.0,270.6,30584263.0,1385.6,1906882,79.3,116428510,217.6,5252362,575.5,6090237,6116.0,1266757,348.9,8433642,435.6,2260049,1134.0,690701,2837.0,3675649,975.0,4770513,5680.0,4456444,651.0,2222633,251.0,21038892,229.3,153697806,1611.0,6518634.0,5420.0,681620
2015-04-13,998.7,5104752,2990.0,459859,536.5,1850994,3662.0,1945599,1778.0,1762229.0,1260.48,1730812.0,3354.0,419851.0,262.1,13191671,1940.5,4476204,1177.0,560754.0,355.9,2507995,1634.0,101,610.0,6194068.0,270.5,11023766.0,1378.13,2029284,79.4,70990947,215.8,4125206,567.0,2936873,6082.0,805013,353.2,7866779,435.0,1377526,1118.0,1152583,2814.0,2825731,969.0,2217029,5680.0,375077,653.5,1021349,244.3,11703294,229.2,30337247,1598.0,2326405.0,5390.0,200728
2015-04-14,1039.5,9206317,2977.0,637606,529.0,8216237,3677.5,1796061,1784.0,1326409.0,1254.24,2035535.0,3296.0,475535.0,262.9,12025027,1934.0,3372629,1180.0,1597933.0,356.6,4495066,1628.5,7873971,595.5,6312323.0,268.2,11354863.0,1390.9301,1706588,79.9,141123486,211.8,7326206,568.0,3391503,6091.0,1181047,353.7,13088760,434.4,1288171,1124.0,923731,2892.5,7130344,973.5,3640486,5535.0,1452058,651.0,1719247,244.2,22603270,229.35,40705691,1593.0,3084975.0,5345.0,314890
2015-04-15,1055.0,6899910,2955.0,1247736,532.5,10120725,3691.0,1938505,1829.0,3504103.0,1243.84,2007603.0,3259.0,637316.0,262.3,17529344,1967.0,6139308,1187.0,1709786.0,364.1,5342167,1613.5,8244487,583.5,6742357.0,267.3,11141069.0,1377.0699,1367368,80.34,143981080,211.6,5356636,570.5,3289866,6055.0,1524976,355.7,6616302,434.4,1897837,1141.0,1253234,2912.0,5792346,986.5,4903404,5515.0,977450,654.5,1281245,246.9,24400703,227.9,43803488,1586.0,2427572.0,5310.0,302024
2015-04-16,1039.0,7551623,2958.0,783288,516.0,8501469,3742.0,3941425,1810.0,1828724.0,1225.12,4713109.0,3232.0,601461.0,260.0,15119166,1896.5,9507902,1180.0,5745021.0,370.6,8288263,1596.0,9254720,572.0,13166073.0,266.1,13313051.0,1363.2,1583880,79.9,117197029,209.6,6213803,568.0,3046720,6001.0,1297858,354.5,10631295,434.1,2792342,1134.0,1052768,2842.0,5663516,980.0,5498121,5460.0,1204003,651.5,1203579,241.05,23641438,227.4,63545672,1571.0,4013665.0,5225.0,389791
2015-04-17,1010.5,8298273,2906.0,1089790,513.0,7879493,3724.0,3894772,1794.0,1325009.0,1208.48,4896025.0,3217.0,713731.0,260.1,18059294,1876.5,5136843,1181.0,2408986.0,361.3,7449959,1575.5,10129879,564.5,12611240.0,264.0,12749378.0,1351.47,2006326,78.75,152657700,208.5,7470145,564.0,5518822,5940.0,1502682,349.2,10580761,425.6,2310739,1115.0,861491,2801.0,5065226,978.5,6962889,5430.0,1228527,653.0,1180706,236.7,23042173,226.4,67098843,1543.0,4067331.0,5240.0,547606
